"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.759623750E0,3.040177369E-1,3.540880841E-1,9.008565420E-1
5.779626750E0,1.505982112E0,1.747849995E0,-3.885467784E0
5.799629750E0,-1.537554007E0,-1.217986715E0,-1.950525892E-1
5.819632750E0,-5.117236460E-1,3.382693192E-1,1.804676453E0
5.839635750E0,-3.740424019E-1,9.806011614E-1,1.883983408E0
5.859638750E0,5.501640091E-1,1.849305911E0,2.205576761E0
5.879642750E0,-1.056281527E0,1.586950700E0,1.640017691E0
5.899645750E0,-2.192278292E0,-9.478438899E-2,-2.414479065E-1
5.919648750E0,2.051745288E0,-2.944168098E-1,-1.610569943E0
5.939652750E0,3.100663563E0,-6.154925376E-1,-1.278403655E0
5.959655750E0,9.563584591E-1,-1.070007135E0,-1.374128423E0
5.979658750E0,7.656887966E-1,-1.683351698E0,1.914088383E0
5.999661750E0,1.195144786E0,-2.051484210E0,1.454190838E0
6.019664750E0,1.185070545E-1,-6.973475634E-1,8.867384398E-1
6.039667750E0,-8.481115870E-2,-8.854540258E-1,5.411732572E-1
6.059670750E0,-5.759789546E-1,-1.034995908E-1,1.956523966E0
6.079673750E0,-1.648788222E0,-1.146783708E0,1.506000677E0
6.099676750E0,7.737873365E-1,-1.240005429E0,6.206585526E-1
6.119679750E0,2.048374076E0,-8.219405461E-2,-3.517053437E-1
6.139682750E0,2.532275902E0,1.842668737E0,-3.867453682E-1
6.159685750E0,3.523598226E0,1.311133153E0,4.518821812E-1
6.179688750E0,3.675134082E0,-8.011330830E-1,1.176386114E0
6.199691750E0,4.959800105E0,3.619775860E-1,2.111336017E-1
6.219694750E0,4.607355966E0,9.525428586E-1,-3.737329745E-1
6.239697750E0,4.144564342E0,9.152544335E-1,-5.787726080E-1
6.259700750E0,3.304417101E0,1.098707316E0,-1.028022957E0
6.279704750E0,3.019769965E0,1.788605673E0,-1.251992952E0
6.299707750E0,3.091012441E0,1.394660774E0,4.242388844E-2
6.319710750E0,3.205241307E0,4.137488334E-1,1.521636132E0
6.339713750E0,3.241481473E0,7.348342091E-1,2.124416238E0
6.359716750E0,3.227169535E0,1.086084639E0,2.438256183E0
6.379719750E0,3.319512858E0,6.724131355E-1,1.934505690E0
6.399722750E0,3.688705469E0,1.293824809E0,3.194328064E-1
6.419725750E0,3.000441117E0,2.377877103E0,-1.522641853E0
6.439728750E0,1.782664463E0,2.063555348E0,1.105837119E-1
6.459731750E0,2.080527622E0,1.952210182E0,1.392638369E0
6.479734750E0,1.658380433E0,2.078781059E0,1.059987931E0
6.499737750E0,1.188705028E0,-4.312463704E-1,2.995752527E0
6.519740750E0,2.960649353E0,1.644434531E0,2.544077922E0
6.539743750E0,2.594713640E0,1.888394986E0,-2.246851087E-1
6.559746750E0,1.095390337E0,2.312379517E0,-1.318496844E0
6.579750750E0,9.842800833E-1,1.879607644E0,-2.268474090E-1
6.599753750E0,1.107257992E0,2.330645195E0,-3.163940084E-1
6.619756750E0,5.460407719E-1,1.626640431E0,4.978458570E0
6.639759750E0,1.447212479E0,5.047967931E0,4.166021869E0
6.659762750E0,2.500618492E0,5.333050684E0,-5.989478409E0
6.679765750E0,3.371305155E0,2.044872470E0,-3.602385364E0
6.699768750E0,4.818535468E-1,-2.356605225E0,7.105411330E0
6.719771750E0,2.302829259E0,-1.881294858E0,8.423650312E0
6.739774750E0,3.153858022E0,5.668125377E0,-2.222253605E0
6.759777750E0,2.282881629E-1,3.352280947E0,-4.659925650E0
6.779780750E0,1.674230773E0,-1.571262767E0,7.704642177E-1
6.799783750E0,3.730185910E0,-5.325542786E-1,4.368180580E0
6.819787750E0,4.052492915E0,2.415768522E0,-4.418273091E-2
6.839790750E0,-4.511105680E-1,3.544366512E-1,-2.679378984E0
6.859793750E0,-2.805898697E0,-6.473095769E0,2.474635220E0
6.879799667E0,1.870325190E0,-8.128291954E-1,3.474845896E0
6.899802667E0,8.554395369E-1,5.052554487E0,-3.067045873E0
6.919805667E0,-3.044474452E0,-6.437455820E0,7.210926676E-1
6.939808667E0,-8.428568405E-1,-6.675004803E0,1.693184084E0
6.959811667E0,3.567449419E0,-6.224663655E-1,-3.314830992E0
6.979814667E0,3.871188591E0,2.583169190E0,-1.608717545E0
6.999817667E0,-3.960199878E0,-2.644999110E0,6.158890373E0
7.019821667E0,-2.213438488E0,2.161536410E0,-3.307685110E0
7.039824667E0,1.164326524E0,3.787889157E0,-6.722175461E-1
7.059827667E0,1.396311151E0,4.931001910E-1,8.306747514E-1
7.079830667E0,4.114045969E0,-3.790949005E0,1.306132321E0
7.099833667E0,7.830125763E0,-8.870455648E-1,4.646463021E0
7.119836667E0,2.071176462E0,7.131960759E-1,-1.088640457E1
7.139839667E0,3.787768997E0,-2.041721845E0,4.803436203E0
7.159842667E0,4.026112909E0,1.534817803E0,8.190656310E0
7.179845667E0,-1.699285069E0,2.426566721E0,-1.073424833E0
7.199848667E0,-3.579249101E0,2.249204043E-1,-5.663696111E0
7.219852667E0,2.153715320E0,3.210495907E0,8.840282553E0
7.239855667E0,-1.179885673E0,3.628012833E0,-1.183545445E1
7.259858667E0,-4.183937153E-1,-1.776881129E0,6.530129510E0
7.279861667E0,-1.184460169E0,9.150500733E-1,-2.217046074E0
7.299864667E0,-2.390801935E0,3.886695115E0,-9.148724349E0
7.319867667E0,1.234584036E-1,-1.860351594E0,1.302538857E1
7.339870667E0,-2.198637285E0,-3.961685071E0,-7.438854650E0
7.359873667E0,-5.738828009E-1,2.548190269E-1,-1.328956928E0
7.379876667E0,-3.072011621E0,-1.553799911E0,6.997725499E0
7.399880667E0,-6.238287376E0,-2.672814900E0,-4.667560360E0
7.419883667E0,-3.363045378E0,4.783952111E-1,2.340098389E0
7.439886667E0,6.939404639E-1,-7.537531677E-1,9.182484418E0
7.459889667E0,-3.362447208E0,-4.606040927E0,-3.071863979E0
7.479892667E0,-7.446832591E0,-5.110630202E0,-4.163494118E0
7.499895667E0,-1.677160155E-1,2.057809581E0,1.842871635E0
7.519898667E0,-1.559338979E0,-4.718545449E0,4.994706813E0
